date,feature_index,NO2
2020-09-03 00:00:00+00:00,0,2.8309951046269687e-05
2020-09-04 00:00:00+00:00,0,2.6801731564773945e-05
2020-09-05 00:00:00+00:00,0,3.172358460038335e-05
2020-09-06 00:00:00+00:00,0,2.3213254637864467e-05
2020-09-07 00:00:00+00:00,0,2.8223446601519493e-05
2020-09-08 00:00:00+00:00,0,2.777337151980776e-05
2020-09-09 00:00:00+00:00,0,2.881034983407257e-05
2020-09-10 00:00:00+00:00,0,3.3854578630000886e-05
2020-09-11 00:00:00+00:00,0,2.8059766216464205e-05
2020-09-12 00:00:00+00:00,0,3.089148354514951e-05
2020-09-13 00:00:00+00:00,0,3.76290938999903e-05
2020-09-14 00:00:00+00:00,0,2.5126894895168205e-05
2020-09-15 00:00:00+00:00,0,2.8683159645278726e-05
2020-09-16 00:00:00+00:00,0,3.739257376115087e-05
2020-09-17 00:00:00+00:00,0,2.7381763824710757e-05
2020-09-18 00:00:00+00:00,0,
2020-09-19 00:00:00+00:00,0,2.076397160115968e-05
2020-09-20 00:00:00+00:00,0,1.8922257757887045e-05
2020-09-21 00:00:00+00:00,0,3.581050467411322e-05
2020-09-22 00:00:00+00:00,0,5.58422732085871e-05
2020-09-23 00:00:00+00:00,0,2.5786997217177747e-05
2020-09-24 00:00:00+00:00,0,3.255301096162709e-05
2020-09-25 00:00:00+00:00,0,2.8749713822305368e-05
2020-09-26 00:00:00+00:00,0,3.0040458828547605e-05
2020-09-27 00:00:00+00:00,0,1.897962715702306e-05
2020-09-28 00:00:00+00:00,0,2.629609285317461e-05
2020-09-29 00:00:00+00:00,0,2.7350161547344343e-05
2020-09-30 00:00:00+00:00,0,2.284215770487208e-05
2020-10-01 00:00:00+00:00,0,2.67743201740294e-05
2020-10-02 00:00:00+00:00,0,2.126099266556244e-05
2020-10-03 00:00:00+00:00,0,2.6012935060342507e-05
2020-10-04 00:00:00+00:00,0,
2020-10-05 00:00:00+00:00,0,4.766373461149799e-05
2020-10-06 00:00:00+00:00,0,4.172637701620781e-05
2020-10-07 00:00:00+00:00,0,6.234907907907785e-05
2020-10-08 00:00:00+00:00,0,4.963140034103869e-05
2020-10-09 00:00:00+00:00,0,
2020-10-10 00:00:00+00:00,0,
2020-10-11 00:00:00+00:00,0,1.5441227528104457e-05
2020-10-12 00:00:00+00:00,0,2.8660174978410525e-05
2020-10-13 00:00:00+00:00,0,1.9441696654861774e-05
2020-10-14 00:00:00+00:00,0,3.5299656052042595e-05
2020-10-15 00:00:00+00:00,0,6.015255926935684e-05
2020-10-16 00:00:00+00:00,0,2.8057814753473004e-05
2020-10-17 00:00:00+00:00,0,1.923364516187576e-05
2020-10-18 00:00:00+00:00,0,
2020-10-19 00:00:00+00:00,0,
2020-10-20 00:00:00+00:00,0,
2020-10-21 00:00:00+00:00,0,
2020-10-22 00:00:00+00:00,0,6.139635437508472e-05
2020-10-23 00:00:00+00:00,0,5.723709364247043e-05
2020-10-24 00:00:00+00:00,0,4.575463468167332e-05
2020-10-25 00:00:00+00:00,0,1.923378522405983e-05
2020-10-26 00:00:00+00:00,0,
2020-10-27 00:00:00+00:00,0,9.824775146885909e-05
2020-10-28 00:00:00+00:00,0,3.0061017631461645e-05
2020-10-29 00:00:00+00:00,0,1.3072921319690067e-05
2020-10-30 00:00:00+00:00,0,
2020-10-31 00:00:00+00:00,0,
2020-11-01 00:00:00+00:00,0,3.5666806070366874e-05
2020-11-02 00:00:00+00:00,0,
2020-11-03 00:00:00+00:00,0,
2020-11-04 00:00:00+00:00,0,
2020-11-05 00:00:00+00:00,0,
2020-11-06 00:00:00+00:00,0,3.56254541447225e-05
2020-11-07 00:00:00+00:00,0,4.743954845512885e-05
2020-11-08 00:00:00+00:00,0,3.0146535989063397e-05
2020-11-09 00:00:00+00:00,0,5.456761768333048e-05
2020-11-10 00:00:00+00:00,0,2.968634167440801e-05
2020-11-11 00:00:00+00:00,0,2.031866733887e-05
2020-11-12 00:00:00+00:00,0,2.9287413001709085e-05
2020-11-13 00:00:00+00:00,0,
2020-11-14 00:00:00+00:00,0,
2020-11-15 00:00:00+00:00,0,
2020-11-16 00:00:00+00:00,0,1.914413873497064e-05
2020-11-17 00:00:00+00:00,0,3.288715704132171e-05
2020-11-18 00:00:00+00:00,0,1.7903116388749497e-05
2020-11-19 00:00:00+00:00,0,2.2170776203113617e-05
2020-11-20 00:00:00+00:00,0,2.7923040761379525e-05
2020-11-21 00:00:00+00:00,0,
2020-11-22 00:00:00+00:00,0,
2020-11-23 00:00:00+00:00,0,
2020-11-24 00:00:00+00:00,0,4.0627652197144926e-05
2020-11-25 00:00:00+00:00,0,
2020-11-26 00:00:00+00:00,0,
2020-11-27 00:00:00+00:00,0,
2020-11-28 00:00:00+00:00,0,
2020-11-29 00:00:00+00:00,0,
2020-11-30 00:00:00+00:00,0,
2020-12-01 00:00:00+00:00,0,
2020-12-02 00:00:00+00:00,0,
2020-12-03 00:00:00+00:00,0,
2020-12-04 00:00:00+00:00,0,
2020-12-05 00:00:00+00:00,0,
2020-12-06 00:00:00+00:00,0,
2020-12-07 00:00:00+00:00,0,
2020-12-08 00:00:00+00:00,0,
2020-12-09 00:00:00+00:00,0,
2020-12-10 00:00:00+00:00,0,
2020-12-11 00:00:00+00:00,0,
2020-12-12 00:00:00+00:00,0,
2020-12-13 00:00:00+00:00,0,
2020-12-14 00:00:00+00:00,0,
2020-12-15 00:00:00+00:00,0,
2020-12-16 00:00:00+00:00,0,
2020-12-17 00:00:00+00:00,0,
2020-12-18 00:00:00+00:00,0,
2020-12-19 00:00:00+00:00,0,
2020-12-20 00:00:00+00:00,0,3.143304249013974e-05
2020-12-21 00:00:00+00:00,0,
2020-12-22 00:00:00+00:00,0,3.958813176723197e-05
2020-12-23 00:00:00+00:00,0,
2020-12-24 00:00:00+00:00,0,6.292868602031376e-05
2020-12-25 00:00:00+00:00,0,
2020-12-26 00:00:00+00:00,0,
2020-12-27 00:00:00+00:00,0,
2020-12-28 00:00:00+00:00,0,
2020-12-29 00:00:00+00:00,0,
2020-12-30 00:00:00+00:00,0,
2020-12-31 00:00:00+00:00,0,6.090384704293683e-05
2021-01-01 00:00:00+00:00,0,3.23994809150463e-05
2021-01-02 00:00:00+00:00,0,2.74632348009618e-05
2021-01-03 00:00:00+00:00,0,
2021-01-04 00:00:00+00:00,0,3.5025255783693865e-05
2021-01-05 00:00:00+00:00,0,
2021-01-06 00:00:00+00:00,0,1.0476499028300168e-05
2021-01-07 00:00:00+00:00,0,
2021-01-08 00:00:00+00:00,0,
2021-01-09 00:00:00+00:00,0,
2021-01-10 00:00:00+00:00,0,
2021-01-11 00:00:00+00:00,0,
2021-01-12 00:00:00+00:00,0,8.576310356147587e-05
2021-01-13 00:00:00+00:00,0,
2021-01-14 00:00:00+00:00,0,
2021-01-15 00:00:00+00:00,0,
2021-01-16 00:00:00+00:00,0,
2021-01-17 00:00:00+00:00,0,
2021-01-18 00:00:00+00:00,0,
2021-01-19 00:00:00+00:00,0,
2021-01-20 00:00:00+00:00,0,
2021-01-21 00:00:00+00:00,0,4.789790248403072e-05
2021-01-22 00:00:00+00:00,0,
2021-01-23 00:00:00+00:00,0,
2021-01-24 00:00:00+00:00,0,
2021-01-25 00:00:00+00:00,0,
2021-01-26 00:00:00+00:00,0,
2021-01-27 00:00:00+00:00,0,
2021-01-28 00:00:00+00:00,0,
2021-01-29 00:00:00+00:00,0,
2021-01-30 00:00:00+00:00,0,
2021-01-31 00:00:00+00:00,0,
2021-02-01 00:00:00+00:00,0,5.162066554476041e-05
2021-02-02 00:00:00+00:00,0,0.0001285434846067801
2021-02-03 00:00:00+00:00,0,
2021-02-04 00:00:00+00:00,0,7.062973600113764e-05
2021-02-05 00:00:00+00:00,0,
2021-02-06 00:00:00+00:00,0,
2021-02-07 00:00:00+00:00,0,3.946511842514156e-05
2021-02-08 00:00:00+00:00,0,
2021-02-09 00:00:00+00:00,0,
2021-02-10 00:00:00+00:00,0,
2021-02-11 00:00:00+00:00,0,
2021-02-12 00:00:00+00:00,0,5.850664092577063e-05
2021-02-13 00:00:00+00:00,0,3.681058594586582e-05
2021-02-14 00:00:00+00:00,0,
2021-02-15 00:00:00+00:00,0,7.517854620735826e-05
2021-02-16 00:00:00+00:00,0,5.887360982472144e-05
2021-02-17 00:00:00+00:00,0,5.523504069060437e-05
2021-02-18 00:00:00+00:00,0,6.681812798584967e-05
2021-02-19 00:00:00+00:00,0,6.173489600769244e-05
2021-02-20 00:00:00+00:00,0,
2021-02-21 00:00:00+00:00,0,3.1443586032345105e-05
2021-02-22 00:00:00+00:00,0,
2021-02-23 00:00:00+00:00,0,
2021-02-24 00:00:00+00:00,0,
2021-02-25 00:00:00+00:00,0,
2021-02-26 00:00:00+00:00,0,4.476408587204507e-05
2021-02-27 00:00:00+00:00,0,
2021-02-28 00:00:00+00:00,0,
2021-03-01 00:00:00+00:00,0,
2021-03-02 00:00:00+00:00,0,
2021-03-03 00:00:00+00:00,0,
2021-03-04 00:00:00+00:00,0,
2021-03-05 00:00:00+00:00,0,8.777591574471444e-05
2021-03-06 00:00:00+00:00,0,
2021-03-07 00:00:00+00:00,0,
2021-03-08 00:00:00+00:00,0,
2021-03-09 00:00:00+00:00,0,4.865740872143457e-05
2021-03-10 00:00:00+00:00,0,5.637904178001918e-05
2021-03-11 00:00:00+00:00,0,
2021-03-12 00:00:00+00:00,0,3.5950483227982964e-05
2021-03-13 00:00:00+00:00,0,
2021-03-14 00:00:00+00:00,0,
2021-03-15 00:00:00+00:00,0,0.00010911908429989126
2021-03-16 00:00:00+00:00,0,
2021-03-17 00:00:00+00:00,0,6.865052910143277e-06
2021-03-18 00:00:00+00:00,0,9.644727025362144e-05
2021-03-19 00:00:00+00:00,0,4.553679355012719e-05
2021-03-20 00:00:00+00:00,0,5.387656819948461e-05
2021-03-21 00:00:00+00:00,0,4.440162692017938e-05
2021-03-22 00:00:00+00:00,0,8.881363563969816e-05
2021-03-23 00:00:00+00:00,0,6.845755051472224e-05
2021-03-24 00:00:00+00:00,0,9.199911073665136e-05
2021-03-25 00:00:00+00:00,0,7.96092490418232e-05
2021-03-26 00:00:00+00:00,0,
2021-03-27 00:00:00+00:00,0,
2021-03-28 00:00:00+00:00,0,5.1540875574573874e-05
2021-03-29 00:00:00+00:00,0,
2021-03-30 00:00:00+00:00,0,3.343190519444761e-05
2021-03-31 00:00:00+00:00,0,0.00012291837992961518
2021-04-01 00:00:00+00:00,0,6.742161440342898e-05
2021-04-02 00:00:00+00:00,0,3.67159988984765e-05
2021-04-03 00:00:00+00:00,0,4.856052367228715e-05
2021-04-04 00:00:00+00:00,0,
2021-04-05 00:00:00+00:00,0,6.172612878193225e-05
2021-04-06 00:00:00+00:00,0,
2021-04-07 00:00:00+00:00,0,
2021-04-08 00:00:00+00:00,0,
2021-04-09 00:00:00+00:00,0,3.401978847250575e-05
2021-04-10 00:00:00+00:00,0,
2021-04-11 00:00:00+00:00,0,3.3754212871337164e-05
2021-04-12 00:00:00+00:00,0,0.000126636207925104
2021-04-13 00:00:00+00:00,0,
2021-04-14 00:00:00+00:00,0,
2021-04-15 00:00:00+00:00,0,4.558319506031694e-05
2021-04-16 00:00:00+00:00,0,3.5405898959847294e-05
2021-04-17 00:00:00+00:00,0,3.094940481267778e-05
2021-04-18 00:00:00+00:00,0,2.9097174124867055e-05
2021-04-19 00:00:00+00:00,0,3.0985913066875325e-05
2021-04-20 00:00:00+00:00,0,6.300218566528721e-05
2021-04-21 00:00:00+00:00,0,4.771520856853125e-05
2021-04-22 00:00:00+00:00,0,4.896889907156167e-05
2021-04-23 00:00:00+00:00,0,8.504507406376598e-05
2021-04-24 00:00:00+00:00,0,3.213711157254043e-05
2021-04-25 00:00:00+00:00,0,2.3876139104166733e-05
2021-04-26 00:00:00+00:00,0,2.294891269879632e-05
2021-04-27 00:00:00+00:00,0,3.1310657245090366e-05
2021-04-28 00:00:00+00:00,0,5.923781282035634e-05
2021-04-29 00:00:00+00:00,0,3.240489218114817e-05
2021-04-30 00:00:00+00:00,0,
2021-05-01 00:00:00+00:00,0,4.01450706704054e-05
2021-05-02 00:00:00+00:00,0,2.1834232679144145e-05
2021-05-03 00:00:00+00:00,0,2.9829160991669467e-05
2021-05-04 00:00:00+00:00,0,2.795056995334259e-05
2021-05-05 00:00:00+00:00,0,2.4037455269925492e-05
2021-05-06 00:00:00+00:00,0,
2021-05-07 00:00:00+00:00,0,
2021-05-08 00:00:00+00:00,0,5.245482619405569e-05
2021-05-09 00:00:00+00:00,0,6.260952322918456e-05
2021-05-10 00:00:00+00:00,0,2.5134465853885297e-05
2021-05-11 00:00:00+00:00,0,4.3093294932207626e-05
2021-05-12 00:00:00+00:00,0,2.7093757385695687e-05
2021-05-13 00:00:00+00:00,0,2.0825468668177063e-05
2021-05-14 00:00:00+00:00,0,1.647952108539487e-05
2021-05-15 00:00:00+00:00,0,2.3583744223287795e-05
2021-05-16 00:00:00+00:00,0,
2021-05-17 00:00:00+00:00,0,3.7447344022273846e-05
2021-05-18 00:00:00+00:00,0,4.523861053502724e-05
2021-05-19 00:00:00+00:00,0,
2021-05-20 00:00:00+00:00,0,2.8833448232035157e-05
2021-05-21 00:00:00+00:00,0,3.4798318665707484e-05
2021-05-22 00:00:00+00:00,0,5.230431127399372e-05
2021-05-23 00:00:00+00:00,0,4.827410157304257e-05
2021-05-24 00:00:00+00:00,0,3.0186559342837427e-05
2021-05-25 00:00:00+00:00,0,4.111368525627768e-05
2021-05-26 00:00:00+00:00,0,2.349746559307927e-05
2021-05-27 00:00:00+00:00,0,2.4449778720736504e-05
2021-05-28 00:00:00+00:00,0,4.000369517598301e-05
2021-05-29 00:00:00+00:00,0,3.939232348264861e-05
2021-05-30 00:00:00+00:00,0,4.85728814965114e-05
2021-05-31 00:00:00+00:00,0,7.123296580340883e-05
2021-06-01 00:00:00+00:00,0,
2021-06-02 00:00:00+00:00,0,4.064760975909719e-05
2021-06-03 00:00:00+00:00,0,2.6155006058356127e-05
2021-06-04 00:00:00+00:00,0,1.9761998828471405e-05
2021-06-05 00:00:00+00:00,0,2.881613844302982e-05
2021-06-06 00:00:00+00:00,0,2.55626806132828e-05
2021-06-07 00:00:00+00:00,0,7.696241664234549e-05
2021-06-08 00:00:00+00:00,0,3.776601416965215e-05
2021-06-09 00:00:00+00:00,0,5.495327890717557e-05
2021-06-10 00:00:00+00:00,0,4.489366269159031e-05
2021-06-11 00:00:00+00:00,0,3.05324922789753e-05
2021-06-12 00:00:00+00:00,0,4.311313231093144e-05
2021-06-13 00:00:00+00:00,0,2.7585367141520173e-05
2021-06-14 00:00:00+00:00,0,
2021-06-15 00:00:00+00:00,0,
2021-06-16 00:00:00+00:00,0,1.1411368063818372e-05
2021-06-17 00:00:00+00:00,0,
2021-06-18 00:00:00+00:00,0,5.119301134142846e-05
2021-06-19 00:00:00+00:00,0,3.857492917328879e-05
2021-06-20 00:00:00+00:00,0,
2021-06-21 00:00:00+00:00,0,0.00010003688385040732
2021-06-22 00:00:00+00:00,0,3.419370360851255e-05
2021-06-23 00:00:00+00:00,0,1.2224604688526595e-05
2021-06-24 00:00:00+00:00,0,
2021-06-25 00:00:00+00:00,0,1.9115976715511352e-05
2021-06-26 00:00:00+00:00,0,2.9534722346267828e-05
2021-06-27 00:00:00+00:00,0,1.95557289381603e-05
2021-06-28 00:00:00+00:00,0,
2021-06-29 00:00:00+00:00,0,2.4114431133576932e-05
